,Username,Level,Best MMR Rating,Ranking,Avg Seasonal MMR,Wins,Win_p,Kills,KD,Deaths,Headshots,Losses,Time Played,Matches Played,Melee Kills,Blind Kills,Time Played_casual,Losses_casual,Matches_casual,Deaths_casual,Kills_casual,Win_p_casual,KD_casual,Kills/min_casual,Time Played_ranked,Wins_ranked,Losses_ranked,Matches_ranked,Deaths_ranked,Kills_ranked,Win_p_ranked,KD_ranked,Kills/match_ranked,Kills/min_ranked,Smurf
86,Pr1meR6,0.7454212454,0.4794049073,0.9090909091,0.4825136005,0.6137370159,0.3471196455,0.6876492629,0.01938276251,0.8335588826,0.7470414525,0.775374376,0.7591687042,0.7124908769,0.03665833523,0.5529411765,0.09687786961,0.1203457447,0.1210206862,0.09407241901,0.1162770488,0.629,0.03783783784,0.0848806366,0.7976397756,0.778844008,0.7450335482,0.8040574917,0.8094194642,0.811965146,55.2,1.13,4.95,0.25,0
87,Dizel_Max,0.7197802198,0.3920284223,0.8181818182,0.3932496947,0.6304855463,0.305760709,0.6313822779,0.01731275875,0.8479750424,0.5339166576,0.8903110201,0.8253580161,0.7701490981,0.162766038,0.5764705882,0.3645546373,0.4291888298,0.4002229654,0.3079450614,0.3359694099,0.6,0.03351351351,0.06366047745,0.757786806,0.654987726,0.7422707538,0.7321292292,0.7297163058,0.6428506499,51,0.99,4.3,0.21,0
88,Mateyy.,0.06043956044,0.45286999,0.8636363636,0.5257022316,0.6344311136,0.3840472674,0.639813061,0.01731275875,0.8599837605,0.7041014984,0.7222577755,0.7694725812,0.7042539881,0.0556691661,0.4294117647,0.0665748393,0.08876329787,0.07469342252,0.06387592824,0.05753019901,0.557,0.02756756757,0.06100795756,0.8229831689,0.8408837313,0.7054334956,0.8202747393,0.8517398545,0.7779552508,58.4,1.03,4.65,0.23,0
89,bleaoumom.,0.02380952381,0.4012434773,0.8181818182,0.3696014211,0.5914324825,0.3471196455,0.6528761426,0.01750094091,0.8661519395,0.64991797,0.74734417,0.7375130981,0.6866333021,0.1482996289,0.7411764706,0.1469237833,0.1565824468,0.1576861142,0.1525596372,0.1584253063,0.63,0.03189189189,0.07427055703,0.7527568195,0.7258424459,0.7021444547,0.7531162554,0.8166798142,0.7485163686,54.9,1.03,4.87,0.25,0
90,lilpp69_420,1,0.1124680804,0.04545454545,0.2182746753,0.2041227152,0,0.02830849049,0,0.3638798273,0.02242152466,0.6866760527,0.3515543137,0.4111667188,0.009013103083,0.02941176471,0.02479338843,0.03291223404,0.02972872538,0.02244200565,0.02143622722,0.588,0.02918918919,0.06100795756,0.3766686013,0.2654541397,0.6891198527,0.484418723,0.360563298,0.02351734258,31.2,0.07,0.24,0.02,0
91,AngWolf_SYG,0.7582417582,0.3583879205,0.7727272727,0.3558343511,0.6209034544,0.2836041359,0.6454644651,0.01637184795,0.9114659753,0.5723941813,0.9302444644,0.8003842124,0.7802106141,0.07922441869,0.6647058824,0.4568411387,0.6542553191,0.4847020934,0.4235723204,0.3255120072,0.497,0.02351351351,0.05039787798,0.6871735345,0.6357955813,0.687541113,0.6947341643,0.7385835744,0.6615112912,52.2,1.01,4.66,0.24,0
92,MaxiSoulCalibur,0.08058608059,0.5086044188,0.9090909091,0.5254801821,0.7192205492,0.4106351551,0.8289549535,0.0208882198,0.9412812148,0.8042655584,0.7602713426,0.8312958435,0.7746324679,0.1670832387,0.5470588235,0.266758494,0.2480053191,0.2492258144,0.2879674049,0.2605370644,0.629,0.02783783784,0.06896551724,0.8049912943,0.8498103102,0.6784633601,0.8123251081,0.831901715,0.9223317361,59.6,1.25,5.56,0.28,0
93,Yukine....,0.7289377289,0.3860330854,0.8181818182,0.3728211391,0.4816812948,0.2998522895,0.5024808532,0.01467820851,0.7823758173,0.5105326479,0.693203635,0.6351728956,0.5935251799,0.03999091116,0.4294117647,0.05831037649,0.09640957447,0.06911928651,0.06325162647,0.03600706816,0.48,0.01756756757,0.0424403183,0.6788547108,0.6378040616,0.6734640179,0.689074027,0.7731907558,0.6171516875,52.8,0.9,4.39,0.23,0
94,walcziiii,0.7509157509,0.4469856778,0.8636363636,0.4344398801,0.4959336501,0.2968980798,0.5323437371,0.01637184795,0.7485861622,0.4146997703,0.7191859721,0.6577017115,0.6133354186,0.0752101795,0.4647058824,0.1776859504,0.2150930851,0.1939799331,0.1705658145,0.1727064685,0.587,0.03108108108,0.06896551724,0.6515767073,0.5823476902,0.6495198,0.6458916306,0.6887983171,0.5915955692,51.4,0.97,4.49,0.23,0
95,TerrorPingviin,0.09157509158,0.3723770401,0.7727272727,0.4120128789,0.459537805,0.2983751846,0.5288952483,0.01844185171,0.6724882121,0.4779831565,0.6635095354,0.6369193154,0.5670941508,0.0371127774,0.3117647059,0.07483930211,0.08710106383,0.08708039143,0.06492738385,0.08316676805,0.627,0.03918918919,0.07692307692,0.6718901141,0.5831287659,0.6429417182,0.6431569575,0.6580477401,0.6256054644,51.7,1.07,4.77,0.23,0
96,exYU-Honda650.,0.01648351648,0.2808926391,0.4545454545,0.28278006,0.4391657943,0.282127031,0.4210450465,0.01486639067,0.6459778629,0.3010827956,0.6615896583,0.5902899057,0.5531227192,0.01234567901,0.5235294118,0.06841138659,0.09940159574,0.0782856435,0.06545311165,0.05028823035,0.527,0.02351351351,0.05039787798,0.6225575547,0.5708547199,0.636495198,0.6330450267,0.6301603997,0.5064474658,51.4,0.9,3.92,0.2,0
97,SPARTAmordva777,0.7728937729,0.3263017653,0.6363636364,0.3500610636,0.4642885901,0.2481536189,0.4481388454,0.01449002635,0.7083149333,0.2985890845,0.7682068348,0.6706252183,0.6128140965,0.08641975309,0.4647058824,0.233241506,0.3896276596,0.2583921714,0.2121640271,0.144636598,0.438,0.02081081081,0.0424403183,0.6420971174,0.5399464405,0.6312327325,0.6128847621,0.6295322406,0.4992663005,50.2,0.89,3.99,0.19,0
98,Redze9.,0.4542124542,0.3932496947,0.8181818182,0.3791495503,0.4406957082,0.2880354505,0.5554949354,0.01957094467,0.6704653912,0.5670567647,0.655062076,0.6035626965,0.5514544886,0.06263727941,0.6,0.09504132231,0.09707446809,0.09575126966,0.08957087468,0.1064279714,0.622,0.03648648649,0.07957559682,0.6248790869,0.5534478911,0.6297855545,0.6198804375,0.643483215,0.6485903879,50.9,1.13,5.13,0.26,0
99,MacieJay,0.6978021978,0.4636393916,0.9090909091,0.5243699345,1,0.4785819793,1,0.02596913813,0.9308964515,0.8339932189,0.8672724946,1,1,0.169658411,1,0.5188246097,0.5834441489,0.6337173294,0.4118420188,0.5839923525,0.657,0.04351351351,0.07957559682,0.8313019926,0.9230082571,0.61334035,0.822564233,0.7159698484,0.9225654811,64,1.45,5.49,0.28,0
100,GIS_Bzh,0.5714285714,0.3858110359,0.8181818182,0.3666037526,0.6159916257,0.2895125554,0.5487935436,0.0137372977,0.9005541389,0.3242918079,0.9098937668,0.7579462103,0.7687415285,0.1195182913,0.6647058824,0.5390266299,0.7749335106,0.6141459185,0.5875336794,0.3996407984,0.53,0.02081081081,0.05305039788,0.5983749275,0.5450792234,0.6096566241,0.6053803104,0.644608058,0.4989026972,51.3,0.87,4.04,0.21,0
101,DoktorMoris,0.5970695971,0.293327412,0.5454545455,0.3456200733,0.4553506724,0.2806499261,0.4103701721,0.01524275499,0.6179432755,0.3506507711,0.6901318316,0.6318546979,0.5752267751,0.0512762251,0.5235294118,0.196969697,0.2549867021,0.2159048681,0.1527567852,0.1455056343,0.56,0.02918918919,0.05305039788,0.6128845038,0.5177415755,0.6014998027,0.5858560163,0.5608145616,0.4486215539,50.4,0.9,3.75,0.18,0
102,Blackcloud.,0.8076923077,0.507605196,0.9090909091,0.4445431331,0.4665431999,0.3131462334,0.5647904142,0.01674821227,0.7859941025,0.6482117467,0.6473825675,0.598323437,0.5650609947,0.06862076801,0.4,0.1519742883,0.1532579787,0.1368760064,0.1797003352,0.1666232149,0.583,0.02837837838,0.07692307692,0.5977945444,0.5724168712,0.6024207341,0.6174637497,0.7236538405,0.6344228447,52.8,0.99,5.03,0.26,0
103,Rk-OPSoldier,0.6575091575,0.35860997,0.7272727273,0.3348506717,0.4138014333,0.2776957164,0.4983941365,0.01731275875,0.6703229391,0.491392322,0.6313835915,0.5750960531,0.524397873,0.04741346664,0.3647058824,0.07024793388,0.09474734043,0.07890499195,0.06985608201,0.06656817589,0.553,0.02918918919,0.06631299735,0.5997291546,0.52644499,0.6004473096,0.5903078097,0.645820551,0.5885438986,50.8,1.03,4.88,0.24,0
104,KhanOfWar,0.1355311355,0.3417342067,0.4545454545,0.3557233263,0.3959255979,0.2762186115,0.461397513,0.01674821227,0.6396102509,0.3772722301,0.6079610905,0.5497729654,0.5032843291,0.02946300083,0.4294117647,0.04453627181,0.06050531915,0.04298278211,0.04356969179,0.03206743721,0.476,0.02243243243,0.05039787798,0.5902495647,0.5314661906,0.5995263781,0.5927244976,0.6363251234,0.5676237225,51.1,1,4.69,0.24,0
105,HnB_,0.6483516484,0.4333296325,0.8636363636,0.4155656711,0.3816732426,0.2762186115,0.4117598616,0.01505457283,0.6294391658,0.349950782,0.5854345322,0.5422633601,0.4848816599,0.03203817314,0.3823529412,0.01561065197,0.01695478723,0.01350179611,0.01928763882,0.0133541902,0.532,0.02108108108,0.05835543767,0.5948926291,0.5244365097,0.5950532825,0.5865555838,0.6374061414,0.5143428519,51,0.91,4.3,0.21,0
106,Joe-..,0.04029304029,0.4903963584,0.8636363636,0.4968357944,0.5175940092,0.3840472674,0.6649098246,0.01881821603,0.8331315261,0.7059389697,0.5902982209,0.5932588194,0.5748618497,0.0622585776,0.3470588235,0.04361799816,0.02460106383,0.03443577357,0.05976867977,0.1166246632,0.734,0.05972972973,0.1856763926,0.6384213581,0.6932604329,0.5949217208,0.6827143221,0.8262190668,0.7841884504,57.9,1.07,5.63,0.31,0
107,dg-.,0.7106227106,0.3861441101,0.8181818182,0.4595314755,0.5175134874,0.3677991137,0.5219262126,0.01787730523,0.6805652502,0.5017827846,0.6166645335,0.6093258819,0.5857053488,0.06203135651,0.4176470588,0.07943067034,0.08643617021,0.09612287873,0.07524479201,0.1055009994,0.665,0.04297297297,0.09283819629,0.6349390598,0.6544298148,0.5920273648,0.6591834139,0.6575072311,0.6055293675,56.6,1.04,4.5,0.24,0
108,mad-mirda,0.8663003663,0.2283779283,0.2272727273,0.2825580104,0.392946292,0.2333825702,0.3795396525,0.01561911931,0.5611760851,0.2572678552,0.6773326507,0.564966818,0.5296110937,0.01461788987,0.3470588235,0.1179981635,0.2323803191,0.1383624427,0.1042912532,0.06338170968,0.374,0.01864864865,0.03713527851,0.571677307,0.4924124079,0.5954479674,0.5684940219,0.5228912847,0.4460114016,49.4,0.96,3.84,0.19,0
109,GAROSHAN,0.9395604396,0.3294104585,0.6818181818,0.3327412013,0.3989854256,0.258493353,0.3866425101,0.01467820851,0.6005641106,0.3103576507,0.6416229361,0.5630457562,0.5189761234,0.04415663107,0.3352941176,0.1253443526,0.164893617,0.1259754738,0.1197345075,0.09388488167,0.512,0.02405405405,0.05305039788,0.5697426968,0.4934166481,0.5905801868,0.5667133045,0.5605662197,0.4447647616,49.6,0.89,3.85,0.19,0
110,PePeZ.,0.2582417582,0.4971688687,0.9545454545,0.4971688687,0.4414204042,0.3308714919,0.5265276291,0.01693639443,0.7216199661,0.5823690255,0.582234737,0.5417394342,0.5222604525,0.02552450201,0.4588235294,0.02249770432,0.0232712766,0.02465006813,0.02605638431,0.028880971,0.648,0.03405405405,0.09018567639,0.5910234088,0.598750279,0.5886067623,0.6257949631,0.7283577293,0.6512265119,54.5,1.01,5.1,0.27,0
111,Turtle-S,0.6684981685,0.3211946264,0.5909090909,0.3178638836,0.3980191642,0.2806499261,0.4252552911,0.01524275499,0.6377868631,0.2811331073,0.6025854345,0.5455815578,0.5024502137,0.06044080891,0.5176470588,0.05417814509,0.078125,0.05797101449,0.05763291056,0.03797688364,0.498,0.02027027027,0.05039787798,0.5798026698,0.5239901808,0.5843967899,0.5811498346,0.6255733777,0.517823055,51.4,0.93,4.37,0.22,0
112,Tomorrow.TALON,0.005494505495,0.4231153547,0.8181818182,0.4800710558,0.5022948708,0.353028065,0.5770505641,0.01919458035,0.7065200359,0.5391009515,0.6248560092,0.6070555362,0.5790324262,0.05695675225,0.4176470588,0.1069788797,0.1479388298,0.1294438251,0.1053755668,0.1107152168,0.574,0.03216216216,0.07161803714,0.626039853,0.6254184334,0.5808446257,0.637242432,0.6751395097,0.6750295428,55.9,1.13,5.19,0.27,0
113,Marto.BR,0.0641025641,0.387587432,0.7272727273,0.3895858777,0.4220951767,0.3161004431,0.4373507371,0.01674821227,0.6081853018,0.3316416931,0.5800588762,0.5677610898,0.5088624752,0.07611906385,0.4470588235,0.03856749311,0.03956117021,0.04298278211,0.03256226589,0.03531183917,0.657,0.03324324324,0.06366047745,0.6115302766,0.5589154207,0.5790027628,0.598448232,0.6073859818,0.5344579064,53.2,0.99,4.38,0.22,0
114,Ja_Morri234,0.03663003663,0.3226379483,0.5454545455,0.3909181748,0.405427168,0.2850812408,0.4373404431,0.01524275499,0.6587843132,0.4408837362,0.6056572379,0.5695075096,0.5084975498,0.03529500871,0.3,0.09504132231,0.1050531915,0.09327387588,0.0935466912,0.08887343936,0.58,0.02918918919,0.06631299735,0.5910234088,0.5143941085,0.5797921326,0.5734545917,0.633637187,0.5120833171,51.1,0.91,4.37,0.22,0
115,SaylerGC,0.7399267399,0.3159764628,0.6818181818,0.338403464,0.4154923907,0.2776957164,0.4412212797,0.01486639067,0.6808074189,0.4148310183,0.6350953539,0.5712539294,0.5270044834,0.04733772627,0.1882352941,0.1414141414,0.1821808511,0.1456707544,0.1364920812,0.1222444309,0.534,0.02756756757,0.06100795756,0.5724511511,0.5058022763,0.5783449546,0.5678580514,0.635974523,0.500772657,50.8,0.89,4.32,0.22,0
116,BoKy..,0.1153846154,0.4221161319,0.8636363636,0.4005773287,0.4240276995,0.317577548,0.5599934118,0.01881821603,0.7017906238,0.5528163622,0.5805708435,0.5478519036,0.510322177,0.04491403469,0.3705882353,0.06060606061,0.04587765957,0.04979561501,0.07646053756,0.0911039657,0.657,0.03648648649,0.1061007958,0.5796092087,0.5555679536,0.5763715301,0.5952683795,0.6821076928,0.6614074045,53.2,1.09,5.44,0.28,0
117,Saeedkako,0.6355311355,0.3571666482,0.7727272727,0.3467303209,0.3873902891,0.2776957164,0.4216832743,0.01449002635,0.6604367584,0.4034999453,0.5926020735,0.5179881243,0.4915024502,0.05173066727,0.3294117647,0.06519742883,0.06682180851,0.06057227796,0.07560622987,0.06251267345,0.589,0.02540540541,0.06631299735,0.5420777713,0.4997768355,0.5740034206,0.5623251081,0.636222865,0.4980716039,50.7,0.88,4.34,0.23,0
118,HunterPham__,0.01465201465,0.3697124459,0.7727272727,0.3680470745,0.6092277961,0.2880354505,0.5960532817,0.01787730523,0.7769341444,0.4496773488,0.9045181108,0.7383863081,0.7621728704,0.1248201166,0.9882352941,0.5826446281,0.8716755319,0.6822742475,0.5433725439,0.5187277309,0.524,0.02918918919,0.06366047745,0.5654865545,0.5124972104,0.5726878042,0.5689392012,0.5461331697,0.5106678614,51.3,1.05,4.4,0.22,0
119,Makkol.,0.793040293,0.5041634284,0.8636363636,0.4026867992,0.4053466463,0.2880354505,0.4960265173,0.01863003387,0.6244960754,0.4482117467,0.6014335083,0.5480265456,0.5067250547,0.09285768386,0.4352941176,0.08448117539,0.1153590426,0.08769973987,0.0841493067,0.0811679847,0.51,0.02945945946,0.06631299735,0.5689688528,0.5193037268,0.5682147086,0.5706563215,0.599672773,0.5855441713,51.9,1.1,5.03,0.26,0
120,Psycho_Leeby,0.02564102564,0.3401798601,0.6818181818,0.3559453758,0.4126741284,0.2732644018,0.4008688133,0.01599548363,0.5766891266,0.331904189,0.6371432228,0.5841774363,0.5260139714,0.02347951223,0.4529411765,0.1556473829,0.2124335106,0.174904001,0.1350134718,0.1198980331,0.547,0.0272972973,0.05305039788,0.5765138325,0.4829279179,0.5658465991,0.5487789367,0.5273322231,0.4487773839,50.2,0.96,4.01,0.19,0
121,FMissio,0.04029304029,0.1800821583,0.04545454545,0.2425890974,0.3199130365,0.1521418021,0.2446780038,0.009785472337,0.5408908959,0.1804003062,0.6879559708,0.4652462452,0.4866541549,0.09300916458,0.2882352941,0.1721763085,0.2938829787,0.2019075932,0.1651113886,0.1125981287,0.458,0.02081081081,0.0450928382,0.428322693,0.3428922116,0.5643994211,0.4682650725,0.4637274666,0.2459386809,41.7,0.6,2.57,0.14,0
122,fosgen.-,0.7032967033,0.3787054513,0.8181818182,0.4053513934,0.3805459377,0.2909896603,0.4564769826,0.02070003764,0.5238821066,0.3748441431,0.5616280558,0.542961928,0.4744552184,0.02105582065,0.3117647059,0.04269972452,0.02526595745,0.03753251579,0.04146678057,0.05008545523,0.749,0.03702702703,0.08222811671,0.5798026698,0.4994420888,0.5634784897,0.557046553,0.5152657259,0.5494305712,51.1,1.2,4.83,0.24,0
123,Mira-_-Jg,0.6794871795,0.5099367159,0.9545454545,0.4732985456,0.4167807392,0.3146233383,0.4507329326,0.01674821227,0.6268465363,0.4271683255,0.5746832203,0.5352776808,0.5032321969,0.03044762554,0.2764705882,0.05739210285,0.06715425532,0.05735166605,0.05865150818,0.05414095768,0.564,0.02837837838,0.06631299735,0.5674211646,0.546306628,0.5622944349,0.5831849402,0.6143395565,0.5411326243,53.4,0.99,4.55,0.24,0
124,murikooo,0.6501831502,0.3884756301,0.8181818182,0.3529477073,0.4186327402,0.2717872969,0.3847175327,0.01317275122,0.6607501531,0.3635349448,0.649046461,0.553964373,0.53472005,0.04642884193,0.4294117647,0.1616161616,0.2410239362,0.1850613155,0.1709272524,0.1336867414,0.515,0.02405405405,0.05835543767,0.5374347069,0.4829279179,0.5612419418,0.5465530399,0.5900312619,0.4158323269,50.4,0.79,3.73,0.19,0
125,AceX.,0.3333333333,0.4241145776,0.8181818182,0.3566115244,0.3964087286,0.2895125554,0.45234909,0.01618366579,0.6446815482,0.4410368588,0.5854345322,0.5069856794,0.4944218538,0.07096871923,0.3764705882,0.06152433425,0.09341755319,0.06936702589,0.06611027141,0.05353263231,0.498,0.02486486486,0.06100795756,0.5339524086,0.5159562598,0.5615050651,0.5655049606,0.628086014,0.5434441025,52,0.97,4.71,0.25,0
126,SpineIock,0.6556776557,0.3506161874,0.7727272727,0.3729321639,0.544166197,0.2909896603,0.5226364984,0.01656003011,0.7338850981,0.4700426556,0.8005887623,0.6900104785,0.6777186946,0.02658486708,0.4764705882,0.4242424242,0.6113696809,0.4908955779,0.3828612736,0.3419078242,0.536,0.0272972973,0.05570291777,0.5741923003,0.4979915198,0.5605841337,0.5548206563,0.5662780846,0.4920461776,51.2,0.98,4.34,0.21,0
127,C-AVRAIDER-41,0.6684981685,0.2246030865,0.04545454545,0.2766736982,0.2953538932,0.1949778434,0.2728012023,0.01336093338,0.4599638171,0.1603631193,0.5661077691,0.4079636745,0.4211239704,0.005604786791,0.3705882353,0.02157943067,0.04488031915,0.02663198315,0.02142340803,0.008777266012,0.372,0.01243243243,0.02917771883,0.43915651,0.3984601651,0.559005394,0.4973289239,0.4578110848,0.3376576155,45.7,0.83,3.33,0.19,0
128,S-K-A-T.NG,0.0347985348,0.3790385256,0.8181818182,0.3900299767,0.4216925678,0.2806499261,0.3472576793,0.0127963869,0.6120457556,0.225090233,0.6393190836,0.5672371638,0.5327390262,0.09853821101,0.3823529412,0.181359045,0.2556515957,0.2120649077,0.1673785897,0.1274876162,0.551,0.02324324324,0.05039787798,0.549042368,0.4753403258,0.5508485726,0.5372042737,0.5497122155,0.3779526537,50.4,0.77,3.45,0.17,0
129,Recruit.AI.4.0,0.6483516484,0.3093149772,0.5,0.3187520817,0.3719301071,0.2895125554,0.3806822861,0.01618366579,0.5447513497,0.2489117358,0.5503647767,0.52200489,0.464289438,0.03620389305,0.3117647059,0.02249770432,0.02859042553,0.02539328626,0.01833475718,0.01958228325,0.58,0.0327027027,0.06100795756,0.5687753918,0.5029011381,0.5529535587,0.5539302976,0.5501358577,0.471476619,51.7,0.96,4.17,0.21,0
130,True_Tuzik,0.7014652015,0.274009104,0.4090909091,0.277228822,0.3171752959,0.2319054653,0.2914333361,0.01260820474,0.5181270388,0.1797440665,0.5498528094,0.4575619979,0.4286310082,0.0103764296,0.3176470588,0.01974288338,0.03989361702,0.02167719559,0.01803903529,0.00544596043,0.314,0.009189189189,0.01856763926,0.4993228864,0.4350591386,0.5494013946,0.5135461715,0.5236363105,0.3660446453,48.3,0.79,3.49,0.18,0
131,Bladder-P2-,0.7490842491,0,0,0.3482846675,0.3451968758,0.2511078287,0.3301902331,0.01580730147,0.4815880568,0.2231433884,0.5672596954,0.5167656305,0.4538629966,0.02158600318,0.2647058824,0.05876951331,0.08277925532,0.0624303233,0.0478412302,0.03933837374,0.506,0.02513513514,0.04774535809,0.5469142968,0.449899576,0.5482173398,0.5214322055,0.4720104011,0.3986910281,49.2,0.95,3.75,0.18,0
132,SpeciaList.-,0.7747252747,0.4347729544,0.8636363636,0.4121239036,0.8037684194,0.3751846381,0.7358869307,0.01806548739,0.9535463468,0.7219949688,0.936516063,0.8665735243,0.901157335,0.1065666894,0.6764705882,0.9063360882,1,1,0.8616021555,0.8644013789,0.627,0.03081081081,0.06631299735,0.5641323273,0.5280071413,0.5480857782,0.5658865429,0.5752914366,0.5226018414,53.2,1.02,4.52,0.23,0
133,random......,0,0.5580104363,0.9545454545,0.474963917,0.4055882116,0.3249630724,0.4459771062,0.01787730523,0.5838972065,0.338050968,0.5437092026,0.5232273839,0.4833698259,0.0824055139,0.5117647059,0.02249770432,0.02626329787,0.02687972253,0.02378918315,0.02502824368,0.636,0.03216216216,0.07692307692,0.5685819307,0.5436286543,0.5461123536,0.573836174,0.585488065,0.5485735063,54,1.05,4.68,0.24,0
134,KENT__UA,0.6941391941,0.3790385256,0.8181818182,0.3543910292,0.3868266366,0.2880354505,0.407868731,0.01712457659,0.5566745965,0.349053921,0.5751951875,0.5256723716,0.4840475446,0.01893509051,0.3588235294,0.07943067034,0.1087101064,0.0806391676,0.07297759085,0.04348077982,0.498,0.01837837838,0.03713527851,0.5476881408,0.4988841776,0.5454545455,0.5480157721,0.5367692173,0.4937083642,51.9,1.04,4.41,0.22,0
135,kiX.NwA,0.02747252747,0.4404352171,0.8636363636,0.3825913179,0.4587325872,0.3279172821,0.5368730956,0.0208882198,0.6086126583,0.4128404244,0.6107769103,0.5899406217,0.5450943593,0.14852685,0.5352941176,0.1914600551,0.2084441489,0.1716833891,0.1755930867,0.1581066597,0.548,0.02756756757,0.05835543767,0.5722576901,0.5515509931,0.5437442442,0.5772068176,0.5450375435,0.6054774241,54.5,1.25,5.14,0.26,0
136,PaiDoNesgui-.,0.7509157509,0.4714111247,0.8636363636,0.4120128789,0.398824382,0.3131462334,0.5259305773,0.02295822356,0.5488254818,0.4349338292,0.5520286702,0.5237513098,0.4823793139,0.03241687495,0.5764705882,0.03902662994,0.05551861702,0.04496469714,0.03519090491,0.04119231772,0.54,0.03594594595,0.07427055703,0.5633584833,0.5304619505,0.5437442442,0.5651869753,0.5462208198,0.6434220266,53.5,1.33,5.58,0.28,0
137,McMonarque,0.6538461538,0.3198623293,0.6818181818,0.3712667925,0.420162654,0.3234859675,0.4176583217,0.01731275875,0.5629282468,0.3383134639,0.56687572,0.565316102,0.5022416849,0.02037415739,0.4764705882,0.1221303949,0.08078457447,0.1121020686,0.1019911941,0.1237217925,0.731,0.0372972973,0.07161803714,0.571096924,0.5007810757,0.5432179976,0.5480157721,0.5270400561,0.4664640877,52.1,1,4.17,0.2,0
138,BLoodiy_HamsTeR,0.4816849817,0.4756300655,0.9090909091,0.4584212279,0.4587325872,0.329394387,0.6188647781,0.02484004516,0.6007777889,0.6874986328,0.6073211314,0.5908138316,0.5436867897,0.03582519124,0.3470588235,0.1854912764,0.1878324468,0.2110739502,0.1509495958,0.2400278092,0.668,0.04864864865,0.09018567639,0.5691623138,0.5001115822,0.5419023813,0.5469982193,0.5407719052,0.6631994494,52.1,1.38,5.94,0.29,0
139,ZillyDrachilly,0.7838827839,0.4054624181,0.8181818182,0.4164538692,0.4361059667,0.2968980798,0.5468068023,0.02107640196,0.6153933817,0.5049546101,0.6327915013,0.5567586448,0.5394119487,0.1166401575,0.4117647059,0.1643709826,0.2546542553,0.2098352533,0.1628113294,0.1890733177,0.548,0.03567567568,0.07957559682,0.5438189205,0.4966525329,0.541639258,0.5448995167,0.5536710784,0.5994909554,51.9,1.22,5.39,0.27,0
140,NiK.-,0.01465201465,0.4711890752,0.9090909091,0.4698567781,0.479748772,0.3382570162,0.5583772544,0.01881821603,0.6991695038,0.5090670458,0.621656214,0.5833042263,0.563132103,0.1090661213,0.5058823529,0.1873278237,0.2456781915,0.1993063297,0.1920549386,0.1940268243,0.541,0.03108108108,0.07161803714,0.5660669375,0.566168266,0.5391395869,0.5833121343,0.6288602565,0.6147493085,55.3,1.1,5.16,0.27,0
141,KiriKrush,0.03296703297,0.3559453758,0.6818181818,0.3775952037,0.3828005475,0.3013293944,0.4420345055,0.01787730523,0.5795809057,0.3932844799,0.5493408422,0.5251484457,0.4709102283,0.03938498826,0.4352941176,0.06106519743,0.06349734043,0.06849993807,0.05576000526,0.06934909186,0.655,0.03810810811,0.07957559682,0.5558135036,0.4906270922,0.5383502171,0.5398753498,0.5691851462,0.5266923786,51.8,1.04,4.78,0.24,0
142,CrazyS.-,0.7435897436,0.3800377484,0.8181818182,0.3996891307,0.4122715194,0.305760709,0.5495552993,0.0227700414,0.5759768658,0.4747238324,0.5844105977,0.543660496,0.504274841,0.04862531243,0.4705882353,0.1331496786,0.1535904255,0.1356373096,0.1347506079,0.1542249645,0.578,0.03513513514,0.08222811671,0.5434319985,0.4969872796,0.5363767925,0.5425464258,0.5266164139,0.6191515057,52.2,1.32,5.59,0.28,0
143,Rebind.,0.9029304029,0.4897302098,0.9090909091,0.566448318,0.7565021338,0.4431314623,0.8982438442,0.02596913813,0.8336728443,1,0.7296813004,0.7920013971,0.7863100824,0.03968794971,0.8,0.4761248852,0.4863696809,0.5535736405,0.4670434383,0.6171605689,0.673,0.04054054054,0.09018567639,0.6508028632,0.6773041732,0.5341402447,0.6442381074,0.6167353259,0.8134065734,59.9,1.48,6.18,0.31,0
144,Philias.,0.6684981685,0.4780726102,0.9090909091,0.4922837793,0.6668813914,0.3973412112,0.7420839167,0.02446368084,0.726662773,0.7214262277,0.732625112,0.7144603563,0.7294859764,0.04559569795,0.5941176471,0.3778696051,0.4401595745,0.4714480367,0.3394230137,0.4804901364,0.652,0.04351351351,0.09018567639,0.5726446121,0.5665030127,0.5332193132,0.5806410583,0.5309697023,0.639357461,55.6,1.35,5.39,0.28,0
145,PaparazZI-LFT,0.02380952381,0,0,0.4562007328,0.3705612368,0.3013293944,0.3726735568,0.01656003011,0.5238108805,0.3380290933,0.53078203,0.510653161,0.4554269628,0.0365068545,0.2470588235,0.0202020202,0.03125,0.02663198315,0.01744759151,0.01946641175,0.563,0.03405405405,0.06631299735,0.5556200426,0.4985494309,0.5297987107,0.5402569321,0.5274344815,0.4584778007,52.6,0.98,4.16,0.2,0
146,Nemesis._-_,0.7472527473,0.3966914622,0.8181818182,0.413345176,0.3861019406,0.3131462334,0.5064028658,0.0237109522,0.5108619781,0.4409056108,0.5365416613,0.5291652113,0.4678344281,0.02688782852,0.4058823529,0.04820936639,0.05352393617,0.04583178496,0.04448971545,0.05191043133,0.565,0.03567567568,0.07427055703,0.5650996324,0.5114929703,0.528614656,0.5470618163,0.5030385368,0.6145415352,53.3,1.37,5.5,0.27,0
