,Username,Level,Best MMR Rating,Ranking,Avg Seasonal MMR,Wins,Win_p,Kills,KD,Deaths,Headshots,Losses,Time Played,Matches Played,Melee Kills,Blind Kills,Time Played_casual,Losses_casual,Matches_casual,Deaths_casual,Kills_casual,Win_p_casual,KD_casual,Kills/min_casual,Time Played_ranked,Wins_ranked,Losses_ranked,Matches_ranked,Deaths_ranked,Kills_ranked,Win_p_ranked,KD_ranked,Kills/match_ranked,Kills/min_ranked,Smurf
20,cooldead245,0.03113553114,0.4186743644,0.8636363636,0.4186743644,0.001610435623,0.5701624815,0.001564687474,0.03519006398,0.001039900853,0.002253089795,0.002047868936,0.0006985679357,0.001199040767,0.0001514807241,0,0.004132231405,0.005319148936,0.005326396631,0.00384438457,0.003794791576,0.628,0.03,0.06631299735,0.0001934610176,0.001338986833,0,0.0007631645892,4.38E-05,0.001285597413,100,37.33,9.33,3.42,1
21,LegindaryWarior,0.6941391941,0,0,0,0.004428697963,0.6986706056,0.005116116281,0.05570191946,0.002065556489,0.004549928907,0.002431844362,0.002095703807,0.003180064644,0.001893509051,0,0.003673094582,0.003656914894,0.004583178496,0.002628639022,0.006257060919,0.703,0.07216216216,0.1273209549,0.0001934610176,0.0003347467083,0,0.0001907911473,1.46E-05,0.0001688158219,100,26,8.67,0.57,1
22,Theis8is,0.03663003663,0,0,0,0.001529913842,0.3367799114,0.001472041505,0.02126458412,0.002008575621,0.0007656130373,0.003967746064,0.001571777855,0.001928891669,0.0007574036204,0,0.005968778696,0.009973404255,0.008051529791,0.006045869751,0.005938414299,0.538,0.03,0.06896551724,0,0.0002231644722,0.0001315616366,0.0001907911473,0,0.0001558299895,66.7,25,8.33,0.93,1
23,Lisa.R6S,0.7673992674,0,0,0,0.005797568242,0.3899556869,0.007329325537,0.02916823485,0.006210914685,0.00415618506,0.008191475746,0.003667481663,0.006412261495,0.00371127774,0.01176470588,0.006427915519,0.009973404255,0.008051529791,0.006998751396,0.01045740274,0.538,0.04567567568,0.1114058355,0.0001934610176,0.0003347467083,0,0.0001907911473,1.46E-05,0.0001558299895,100,25,8.33,0.62,1
24,tvorozhocheg,0.6776556777,0,0,0,0.001288348498,0.5361890694,0.002027917319,0.05156191193,0.0007549965099,0.002428087061,0.002047868936,0.0006985679357,0.0009905119383,0.0002272210861,0,0.004132231405,0.005319148936,0.005574136009,0.003220082802,0.00701022566,0.644,0.06594594595,0.1193633952,0.0001934610176,0.0006694934166,0,0.0003815822946,2.92E-05,0.0004285324711,100,23,7.67,1.5,1
25,GWildUS,0.673992674,0,0,0,0.002174088091,0.8301329394,0.003613192786,0.118554761,0.0002991495605,0.006693645412,0.0007679508511,0.0003492839679,0.001042644146,0.0003029614482,0,0.002754820937,0.001662234043,0.006069614765,0.00207005323,0.0118768286,0.898,0.1732432432,0.2811671088,0,0.0001115822361,0,6.36E-05,0,0.0001038866597,100,21,21,1.68,1
26,whipcream2015,0.7032967033,0,0,0,0.0008052178114,0.4342688331,0.0006176397925,0.01806548739,0.001253579111,0.0007218637209,0.002303852553,0.001047851904,0.0007819831092,0.0002272210861,0.005882352941,0.005050505051,0.005984042553,0.005698005698,0.004402970362,0.003765823702,0.609,0.02594594595,0.05039787798,0,0.0001115822361,0,6.36E-05,1.46E-05,0.0001038866597,100,21,21,1.5,1
27,Angus.-,0.7142857143,0,0,0,0.0002415653434,0.5391432792,0.0009161656922,0.03199096726,0.0006552799897,0.0008531116701,0.001279918085,0.0005239259518,0,0,0,0.003673094582,0.003324468085,0.003839960362,0.003022934875,0.00463485994,0.677,0.04648648649,0.09018567639,0,0.0001115822361,0,6.36E-05,1.46E-05,9.09E-05,100,20,20,1.01,1
28,The-20-KD-Guy,0.6318681319,0,0,0,0.09260004831,0.4652880355,0.0758976365,0.02822732405,0.06549950854,0.07317073171,0.08498656086,0.07142857143,0.09389010531,0.01249715974,0.1352941176,0.1822773186,0.2140957447,0.2194970891,0.1467109154,0.206338171,0.637,0.04297297297,0.07957559682,0,0.0001115822361,0,6.36E-05,1.46E-05,9.09E-05,100,20,20,0.67,0
29,nathangusmanBR,0.836996337,0,0,0,0,0.1078286558,0.000113233962,0.01072638314,0.001524238237,0.0005687411134,0.003711762447,0.0008732099197,0.0008341153164,0,0,0.003673094582,0.007646276596,0.004707048185,0.004041532497,0.001911879725,0.395,0.01432432432,0.03713527851,0,0.0002231644722,0,0.0001271940982,1.46E-05,9.09E-05,100,20,10,1.12,1
30,Quarantine.-,0.03663003663,0,0,0,0.001771479185,0.8995568685,0.003232314914,0.1445238991,5.70E-05,0.002843705567,0.0003839754256,0.0005239259518,0.0006255864873,0.0008331439824,0,0.001836547291,0.0009973404255,0.003344481605,0.0008543076822,0.006372932418,0.889,0.2202702703,0.2387267905,0.0001934610176,0.0006694934166,0,0.0003815822946,5.84E-05,0.0008570649421,100,19.75,13.17,1.59,1
31,Larrythegreates,0.01648351648,0,0,0,0.004026089057,0.3870014771,0.004694062423,0.0318027851,0.003646775595,0.0058624084,0.006271598618,0.003318197695,0.004483369826,0.0009088843445,0,0.009641873278,0.01462765957,0.01300631735,0.00916737859,0.01320935083,0.581,0.04405405405,0.09549071618,0.0001934610176,0.0007810756528,0,0.0004451793437,5.84E-05,0.0008310932772,100,19.25,11,1.22,1
32,ShortinhoCavado,0.6648351648,0.6238481181,0.9545454545,0.5900965915,0.00563652468,0.9675036928,0.01103516429,0.3887843432,0.0001139617373,0.01959969375,0.000255983617,0.0006985679357,0.003075800229,0.00446868136,0,0.0009182736455,0,0.002353524093,0.0002628639022,0.007270936531,1,0.7537837838,0.7320954907,0.001354227123,0.007699174291,0.0002631232733,0.004515390486,0.0006865924562,0.01153141922,97.2,19.17,12.69,2.18,1
33,Jordynski,0.04945054945,0,0,0,0.003462436589,0.5288035451,0.003994070658,0.04591644712,0.001994330404,0.004746800831,0.003711762447,0.002270345791,0.003075800229,0.0003787018102,0,0.007346189164,0.009640957447,0.008918617614,0.005684431885,0.006141189421,0.597,0.03297297297,0.05835543767,0.0003869220352,0.002120062486,0,0.001208343933,0.0002045169019,0.003298401444,100,19.07,14.05,2.68,1
34,SleepyWater45,0.1135531136,0,0,0,0.004187132619,0.9793205318,0.00848225315,0.3566051938,0,0.01301542163,0.0001279918085,0,0.002085288291,0.0004544421722,0,0,0,0.0003716090673,0,0.001071811361,1,1,0.6153846154,0.000967305088,0.007476009819,0.0001315616366,0.004324599339,0.0006865924562,0.01099900009,98.5,18.3,12.65,2.82,1
35,EZ_Rakesh,0.8534798535,0.6231819696,0.9545454545,0.6231819696,0.004026089057,0.5627769572,0.006783743721,0.07132103877,0.002008575621,0.01279667505,0.003711762447,0.002270345791,0.00344072568,0.0003029614482,0.005882352941,0.005968778696,0.009640957447,0.007803790412,0.005257278044,0.007068161409,0.54,0.04108108108,0.08222811671,0.000967305088,0.003905378264,0,0.002225896718,0.0004090338037,0.006402015401,100,18.07,14.46,1.65,1
36,XOR_UCN,0.6794871795,0,0,0,0.0008857395926,0.3751846381,0.001986741332,0.03481369966,0.001381786065,0.002406212403,0.002815819788,0.001222493888,0.001042644146,0.0003029614482,0,0.004591368228,0.006981382979,0.005202526942,0.004041532497,0.006054285797,0.5,0.04567567568,0.09283819629,0,0.0002231644722,0,0.0001271940982,1.46E-05,6.49E-05,100,18,9,0.7,1
37,MMRVN,0.8498168498,0,0,0,0.001127304936,0.6838995569,0.00160586346,0.06680466692,0.0002991495605,0.001531226075,0.001151926277,0.0006985679357,0.0005213220728,0.0003787018102,0.005882352941,0.003673094582,0.002992021277,0.004954787563,0.002201485181,0.00663364329,0.775,0.09108108108,0.1273209549,0.0001934610176,0.0002231644722,0,0.0001271940982,1.46E-05,6.49E-05,100,18,9,0.59,1
38,VelialTarantyL,0.0989010989,0,0,0,0.002576696997,0.2274741507,0.002151445277,0.01561911931,0.00387469907,0.002909329542,0.007167541277,0.002794271743,0.003909915546,0.001439066879,0,0.00826446281,0.015625,0.01028118419,0.009233094565,0.004750731439,0.434,0.01567567568,0.03978779841,0.0001934610176,0.001227404597,0.0001315616366,0.0007631645892,0.0001022584509,0.001441427403,91.7,17.71,10.33,2.64,1
39,Pukey.-,0.8516483516,0,0,0,0.01215878895,0.5228951256,0.01542040682,0.05382009785,0.006937420761,0.02222465274,0.01036733649,0.006287111422,0.01141695339,0.003181095206,0.01176470588,0.01561065197,0.02659574468,0.02031462901,0.01554182822,0.01491845543,0.512,0.02945945946,0.06631299735,0.001354227123,0.009596072305,0.0001315616366,0.005532943271,0.0008911093581,0.01377796824,98.9,17.61,12.34,2.53,1
40,SloppyWizard,0.6758241758,0.4775174864,0.9090909091,0.4775174864,0.001690957404,0.4047267356,0.002913201021,0.05080918329,0.001210843459,0.005184293995,0.00345577883,0.001571777855,0.001824627255,0,0,0.005050505051,0.008643617021,0.006069614765,0.00384438457,0.003215434084,0.469,0.02540540541,0.0450928382,0.0005803830528,0.001896898014,0.0001315616366,0.001144746884,0.000219125252,0.003246458114,94.4,17.53,14.61,1.48,1
41,PrimOSource,0.304029304,0,0,0,0.005717046461,0.1979320532,0.004364654533,0.01618366579,0.006908930327,0.003281198731,0.01369512351,0.007334963325,0.008601814201,0.0003029614482,0,0.0160697888,0.02759308511,0.01870432305,0.01311033712,0.01060224211,0.45,0.02486486486,0.0450928382,0,0.0002231644722,0,0.0001271940982,0,5.19E-05,100,17,8.5,0.84,1
42,AntasLion,0.04212454212,1,0.9545454545,1,0.02407601256,0.917282127,0.02514823355,0.1719984945,0.00321941908,0.03788690802,0.002431844362,0.005937827454,0.01590032322,0.001287586155,0.02941176471,0.006427915519,0.005651595745,0.007927660102,0.00502727213,0.01468671244,0.734,0.08891891892,0.1618037135,0.00483652544,0.03023878599,0.0002631232733,0.0173619944,0.001753002016,0.02615346657,99.3,16.89,7.42,1.37,1
43,Blu3k_,0.1007326007,0,0,0,0.002335131653,0.4431314623,0.002274973236,0.02973278133,0.001923104318,0.001859345948,0.003711762447,0.002270345791,0.002345949327,0.0009846247065,0,0.006887052342,0.00897606383,0.007432181345,0.005487283959,0.00463485994,0.55,0.02567567568,0.04774535809,0.0001934610176,0.0008926578889,0,0.0005087763928,7.30E-05,0.0009219941044,100,16.8,10.5,2.18,1
44,pozdrawiamfanow,0.1263736264,0.5104918397,0.9090909091,0.703008771,0.01610435623,0.6868537666,0.01555422877,0.06755739556,0.005512899044,0.02211527945,0.007551516703,0.006287111422,0.01282452299,0.0001514807241,0.03529411765,0.01101928375,0.01828457447,0.01189149015,0.01113885786,0.006401900293,0.427,0.01756756757,0.03978779841,0.003095376282,0.01986163803,0.0002631232733,0.01144746884,0.001256318111,0.0177256613,98.9,16.02,7.66,1.41,1
45,Jincolou,0.04945054945,0,0,0,0.001610435623,0.4224519941,0.001770567405,0.02145276628,0.002350460833,0.001159356885,0.003199795213,0.001746419839,0.001668230633,0.0002272210861,0.005882352941,0.006427915519,0.008311170213,0.007308311656,0.006275875665,0.006025317922,0.576,0.02918918919,0.06631299735,0,0.0001115822361,0,6.36E-05,1.46E-05,3.90E-05,100,16,16,0.76,1
46,YzToyoki,0.7142857143,0,0,0,0.0009662613737,0.2496307238,0.001039693651,0.01900639819,0.001766406929,0.0004593678224,0.004095737873,0.001746419839,0.001616098426,0.0001514807241,0.005882352941,0.006427915519,0.009640957447,0.007184441967,0.005290136032,0.004866602937,0.5,0.02810810811,0.05570291777,0,0.0002231644722,0,0.0001271940982,1.46E-05,3.90E-05,100,16,8,0.54,1
47,Beige_Boi,0.02564102564,0,0,0,0.00773009099,0.5908419498,0.009099892942,0.03217914942,0.006965911195,0.007196762551,0.005631639575,0.00576318547,0.006620790324,0.0008331439824,0.005882352941,0.009641873278,0.008311170213,0.01213922953,0.01031740816,0.01419425857,0.745,0.04216216216,0.1034482759,0,0.0001115822361,0,6.36E-05,1.46E-05,3.90E-05,100,16,16,1.12,1
48,BattleYoutube,0.04029304029,0,0,0,0.002254609872,0.9113737075,0.002511735156,0.07903650734,0.0004273565151,0.002012468555,0.0003839754256,0.001222493888,0.000938379731,0.0004544421722,0,0.0004591368228,0.0003324468085,0.0004954787563,0.0004600118289,0.0005793574925,0.75,0.03594594595,0.07161803714,0,0.0001115822361,0.0001315616366,0.0001271940982,4.38E-05,0.0002727024816,50,11.33,17,2.54,1
49,Ricardoo254,0.04761904762,0.5692239369,0.9545454545,0.5692239369,0.002979305902,0.7400295421,0.005517582146,0.09785472337,0.0009971652018,0.009734222903,0.001535901702,0.001047851904,0.001876759462,0.0004544421722,0,0.003673094582,0.003989361702,0.004707048185,0.002990076888,0.006604675415,0.684,0.06702702703,0.1273209549,0.0005803830528,0.003347467083,0,0.001907911473,0.0003798171035,0.005012531328,100,15.35,13.3,2.06,1
50,g4g-master,0.6831501832,0.7726212945,1,0.7726212945,0.01699009582,0.9689807976,0.02223503253,0.2595031991,0.001623954757,0.04105873346,0.0006399590426,0.003842123647,0.01058283808,0,0,0.0009182736455,0.000664893617,0.00136256658,0.0007885917066,0.003823759451,0.818,0.1427027027,0.2546419098,0.004643064423,0.02421334524,0.0003946849099,0.0139913508,0.002001343968,0.02699754568,98.6,15.27,9.51,1.44,1
51,UCM_stanzq-,0.005494505495,0,0,0,0.003140349465,0.4534711965,0.003983776661,0.0318027851,0.003091212126,0.005884283058,0.00435172149,0.002968913727,0.003127932437,0.0008331439824,0.005882352941,0.004132231405,0.00664893617,0.004954787563,0.003614378655,0.004866602937,0.5,0.04081081081,0.0848806366,0,0.0001115822361,0,6.36E-05,1.46E-05,2.60E-05,100,15,15,0.71,1
52,IlIIIIIlllllII,0.6538461538,0,0,0,0.01006522264,0.4682422452,0.01096310632,0.03838916071,0.006980156412,0.009121732473,0.01036733649,0.007509605309,0.010061516,0.003484056654,0.005882352941,0.01974288338,0.02493351064,0.02465006813,0.0158704081,0.028880971,0.623,0.05567567568,0.1034482759,0,0.0002231644722,0,0.0001271940982,1.46E-05,2.60E-05,100,15,7.5,0.51,1
53,SkiII.eXe,0.7893772894,0,0,0,0.001207826717,0.7193500739,0.002130857284,0.06981558148,0.0004558469494,0.002843705567,0.001023934468,0.0003492839679,0.0005213220728,7.57E-05,0,0.003213957759,0.002659574468,0.005078657253,0.002562923047,0.008197908519,0.805,0.09675675676,0.1777188329,0,0.0001115822361,0,6.36E-05,1.46E-05,2.60E-05,100,15,15,0.93,1
54,cqlcqn_-,0.05860805861,0,0,0,0.003704001933,0.3958641064,0.002872025035,0.02502822732,0.002977250388,0.002953078858,0.005759631384,0.003143555711,0.004066312168,0,0.005882352941,0.0101010101,0.01462765957,0.01288244767,0.007951633042,0.009646302251,0.577,0.03702702703,0.06631299735,0.0001934610176,0.0002231644722,0,0.0001271940982,1.46E-05,2.60E-05,100,15,7.5,0.49,1
55,ReloadsllllIIlI,0.6593406593,0,0,0,0.009582091956,0.9896602659,0.01382483735,0.2525404592,0.0008262225958,0.0178497211,0.0001279918085,0.001571777855,0.005578146179,0.004165719912,0,0.001836547291,0,0.003468351294,0.0009528816455,0.008545523015,1,0.2656756757,0.3660477454,0.001934610176,0.01227404597,0.0001315616366,0.00705927245,0.00111023461,0.01462204735,99.1,14.99,10.26,1.86,1
56,jolly.TM,0.6538461538,0,0,0,0.003462436589,0.9320531758,0.007452853496,0.2164094844,0.0003133947777,0.01152794488,0.0003839754256,0.0001746419839,0.00172036284,0.001817768689,0.005882352941,0.001836547291,0.000664893617,0.005326396631,0.001511467438,0.01387561195,0.953,0.2754054054,0.5676392573,0.0003869220352,0.002120062486,0.0001315616366,0.001271940982,0.0003067753528,0.003817834742,95,14.62,15.35,2.71,1
57,Marshmallo_man,0.06776556777,0.3395137116,0.7272727273,0.3395137116,0.005958611804,0.4032496307,0.00464259244,0.02258185924,0.005227994701,0.004659302198,0.008063483937,0.005064617534,0.006464393702,0.0002272210861,0.01176470588,0.01377410468,0.01994680851,0.0158553202,0.01268318328,0.01083398511,0.531,0.02621621622,0.05570291777,0.0001934610176,0.001562151306,0,0.0008903586874,5.84E-05,0.0005713766281,100,14.25,4.07,0.93,1
58,T4js0n_123,0.1098901099,0.4834017986,0.9090909091,0.4834017986,0.002013044529,0.5228951256,0.002624969118,0.04516371848,0.001253579111,0.005074920704,0.002687827979,0.001397135871,0.00172036284,0.0001514807241,0,0.005050505051,0.006981382979,0.005821875387,0.004041532497,0.005127313809,0.553,0.03864864865,0.07427055703,0.0003869220352,0.00200848025,0,0.001144746884,0.0001753002016,0.002025789863,100,14.08,9.39,1.38,1
59,Micka_13500,0.6886446886,0,0,0,0.007488525646,0.6632200886,0.007576381454,0.03669552126,0.00502856166,0.006693645412,0.004223729681,0.005413901502,0.005890939422,0.0003029614482,0.005882352941,0.0160697888,0.01063829787,0.01709401709,0.01271604127,0.0229425567,0.768,0.05513513514,0.100795756,0,0.0001115822361,0,6.36E-05,1.46E-05,1.30E-05,100,14,14,0.77,1
60,RB_5900,0.7252747253,0,0,0,0.02254609872,0.246676514,0.01655274644,0.01599548363,0.02444479266,0.01555288199,0.03980545245,0.02410059378,0.03013241581,0.001666287965,0.01764705882,0.0422405877,0.06981382979,0.05078657253,0.0387067096,0.03174879059,0.488,0.02513513514,0.05305039788,0,0.0002231644722,0,0.0001271940982,1.46E-05,1.30E-05,100,14,7,0.77,1
61,Lecutis,0.6501831502,0,0,0,0.0004026089057,0.4815361891,0,0.01204365826,0.00105414607,0,0.001663893511,0.0006985679357,0.0002606610364,0,0,0.004132231405,0.004321808511,0.004459308807,0.003942958533,0.002230526346,0.639,0.0172972973,0.03978779841,0,0.0001115822361,0,6.36E-05,1.46E-05,1.30E-05,100,14,14,1.41,1
62,DouyuTV_LoDaddy,0.1886446886,0.4666370601,0.9090909091,0.4666370601,0.004589741525,0.5169867061,0.00461171045,0.04140007527,0.002635365176,0.007437383791,0.004735696915,0.002794271743,0.004222708789,7.57E-05,0.005882352941,0.008723599633,0.01230053191,0.01189149015,0.007294473286,0.01155818198,0.615,0.04837837838,0.09283819629,0.0003869220352,0.001896898014,0,0.001081149835,0.0001460835013,0.001649200722,100,14,8.24,1.19,1
63,WG.4qun48094873,0.1007326007,0,0,0,0.006522264272,0.8419497784,0.006238161904,0.08374106135,0.001495747803,0.009602974954,0.001535901702,0.001746419839,0.004170576582,0.0003029614482,0,0.005509641873,0.003324468085,0.01189149015,0.00384438457,0.01761246777,0.896,0.1391891892,0.2175066313,0.0001934610176,0.001115822361,0,0.000635970491,7.30E-05,0.00074019245,100,14,7,1.32,1
64,Onur_10,0.1593406593,0,0,0,0.001852000966,0.3279172821,0.001924977353,0.01844185171,0.002948759954,0.001115607569,0.004479713298,0.002794271743,0.002345949327,0.0003029614482,0,0.005050505051,0.005984042553,0.005698005698,0.004172964448,0.004374149069,0.609,0.03189189189,0.06100795756,0.0001934610176,0.0002231644722,0.0001315616366,0.0001907911473,5.84E-05,6.49E-05,66.7,4.5,6,0.34,1
65,monkeysontoast,0.7857142857,0,0,0,0.0008857395926,0.2614475628,0.001595569464,0.02070003764,0.002179518227,0.001531226075,0.003839754256,0.001746419839,0.001459701804,0,0,0.0004591368228,0.0009973404255,0.0006193484454,0.0003614378655,0.0006662611164,0.4,0.05189189189,0.124668435,0,0.0001115822361,0,6.36E-05,4.38E-05,9.09E-05,100,6.67,20,0.99,1
66,Shikuoi.FLG,0.05494505495,0,0,0,0.005233915774,0.6011816839,0.003561722803,0.02766277757,0.003290645166,0.002362463087,0.003967746064,0.003667481663,0.004326973204,0.001060365069,0,0.00826446281,0.006981382979,0.009909575127,0.006703029506,0.00895107326,0.738,0.04081081081,0.07427055703,0,0,0.0003946849099,0.0001907911473,1.46E-05,1.30E-05,0,14,4.67,0.66,1
67,ll.LiAngeIo.ll,0.7912087912,0.6518263573,0.9545454545,0.6518263573,0.002576696997,1,0.0065469818,0.2421904403,0.0001139617373,0.009077983157,0,0.0001746419839,0.0009905119383,0.002044989775,0,0,0,0,9.86E-05,0,0,0,0,0.001160766106,0.005690694042,0,0.003243449504,0.0007596342069,0.009271884374,100,13.98,14.25,2.07,1
68,its.rainbow,0.06776556777,0.4029088487,0.8181818182,0.4029088487,0.0007246960303,0.7754800591,0.001842625381,0.07602559277,0.0002421686919,0.00255933501,0.0006399590426,0.0001746419839,5.21E-05,0.0004544421722,0.005882352941,0.001836547291,0.001662234043,0.002601263471,0.001642899389,0.003794791576,0.762,0.06945945946,0.1405835544,0.0003869220352,0.001338986833,0,0.0007631645892,0.0001460835013,0.00163621489,100,13.9,11.58,1.25,1
69,bouncingbob2,0.7014652015,0.511713112,0.9545454545,0.511713112,0.002576696997,0.5834564254,0.005363172198,0.07621377493,0.0014102765,0.007612381057,0.00255983617,0.001222493888,0.002033156084,0,0,0.003673094582,0.004654255319,0.004707048185,0.00354866268,0.005272153182,0.632,0.04513513514,0.09549071618,0.0005803830528,0.003012720375,0.0005262465465,0.001971508522,0.0004528588541,0.005363148805,87.1,13.74,13.74,2.24,1
70,ReportChinera.,0.7344322344,0.6348395692,0.9545454545,0.6348395692,0.00281826234,0.8980797637,0.00734991353,0.2207376741,0.0002849043434,0.01406540523,0.0005119672341,0.0008732099197,0.001355437389,0.001211845793,0.02352941176,0.0004591368228,0.0003324468085,0.0008670878236,0.0005257278044,0.003360273457,0.857,0.1843243243,0.4190981432,0.001547688141,0.005244365097,0.0003946849099,0.003179852455,0.0007158091565,0.008570649421,94,13.73,13.46,1.33,1
71,pepsicover,0.1318681319,0.4817364272,0.9090909091,0.4817364272,0.003220871246,0.3367799114,0.005888166022,0.04572826496,0.003034231257,0.008268620803,0.006143606809,0.002968913727,0.003909915546,0.0005301825343,0,0.009182736455,0.015625,0.01077666295,0.007590195176,0.01138437473,0.46,0.04567567568,0.0875331565,0.0003869220352,0.001896898014,0,0.001081149835,0.0002775586525,0.003246458114,100,13.84,15.47,2.2,1
72,ReloadsELO,0.2435897436,0.5625624514,0.9545454545,0.5625624514,0.003623480151,0.9335302806,0.006608745779,0.2167858487,0.0002136782575,0.009231105764,0.0003839754256,0.0006985679357,0.001824627255,0.001363326517,0,0.001836547291,0.0003324468085,0.003716090673,0.001051455609,0.009443527128,0.967,0.267027027,0.3687002653,0.000967305088,0.003905378264,0.0002631232733,0.002353090817,0.000438250504,0.005116417988,94.6,13.57,11,1.42,1
73,Tacet_Mors,0.7564102564,0,0,0,0.003945567276,0.4623338257,0.00330437289,0.02333458788,0.003661020812,0.003390572022,0.004991680532,0.003492839679,0.003909915546,0.0006816632584,0,0.007805325987,0.01097074468,0.01028118419,0.007031609384,0.009037976884,0.602,0.03918918919,0.07957559682,0.0001934610176,0.0005579111805,0,0.0003179852455,2.92E-05,0.0001818016544,100,13.5,5.4,0.71,1
74,IlIIllIlIIlIlIl,0.0293040293,0,0,0,0.001449392061,0.4047267356,0.001914683357,0.02596913813,0.001965839969,0.002909329542,0.003199795213,0.002270345791,0.001563966218,0,0.01176470588,0.007346189164,0.008311170213,0.006688963211,0.005848721824,0.005330088931,0.537,0.02783783784,0.05039787798,0.0001934610176,0.0008926578889,0,0.0005087763928,0.0001022584509,0.001038866597,100,13.29,11.62,1.09,1
75,atam87,0.2893772894,0.642278228,0.9545454545,0.642278228,0.004509219744,0.6085672083,0.003747014741,0.04572826496,0.001866123449,0.007656130373,0.00345577883,0.002444987775,0.003649254509,0.0001514807241,0,0.006427915519,0.007646276596,0.006936702589,0.004895840179,0.002027751224,0.589,0.0127027027,0.02387267905,0.000967305088,0.004686453917,0.0005262465465,0.002925464258,0.0004236421539,0.004830729674,91.3,13.28,8.37,1.22,1
76,Gendon5,0.6428571429,0.5150438548,0.9545454545,0.4750749417,0.007327482084,0.4785819793,0.005352878201,0.02333458788,0.005755067736,0.005993656349,0.007679508511,0.005413901502,0.007194244604,0.001969249413,0,0.01515151515,0.01994680851,0.01635079896,0.01396464481,0.007792358275,0.545,0.01702702703,0.03713527851,0.0005803830528,0.004240124972,0,0.002416687866,0.0003798171035,0.004272338878,100,13.15,9,2.08,1
77,Nigwood,0.6575091575,0,0,0,0.005958611804,0.1964549483,0.00657786379,0.01768912307,0.009188165074,0.00463742754,0.01420709075,0.007684247293,0.008966739652,7.57E-05,0.005882352941,0.02157943067,0.03557180851,0.02403071968,0.02191627785,0.01992989774,0.448,0.02783783784,0.06631299735,0,0.0001115822361,0,6.36E-05,1.46E-05,0,100,13,13,0.86,1
78,Moka_QwQ,0.6355311355,0,0,0,0.002496175215,0.7961595273,0.00217203327,0.04723372224,0.0009971652018,0.002165591163,0.001023934468,0.001746419839,0.001355437389,0.0001514807241,0.005882352941,0.006427915519,0.002659574468,0.007060572278,0.003811526582,0.008371715767,0.86,0.06675675676,0.09018567639,0,0.0001115822361,0,6.36E-05,1.46E-05,0,100,13,13,0.76,1
79,Deydriel,0.7271062271,0,0,0,0.003945567276,0.2304283604,0.002305855225,0.01166729394,0.005427427741,0.001553100733,0.009471393831,0.004540691582,0.005734542801,0.0003029614482,0,0.01423324151,0.02460106383,0.01758949585,0.01406321877,0.008748298137,0.479,0.01891891892,0.0424403183,0,0,0,0,0,0,0,13,13,1.81,1
80,Gleosha,0.6666666667,0,0,0,0.005958611804,0.29394387,0.004652886437,0.01825366955,0.006410347726,0.00463742754,0.01087930372,0.005413901502,0.007611302263,0.0007574036204,0.005882352941,0.01515151515,0.02526595745,0.01882819274,0.01422750871,0.01306451146,0.5,0.02810810811,0.06100795756,0,0,0,0,1.46E-05,0,0,13,13,1.18,1
81,loroyal123,0.06043956044,0,0,0,0.03438280055,0.3220088626,0.02472617969,0.01863003387,0.03162438211,0.02653396041,0.04838090362,0.0337059029,0.04128870816,0.002120730137,0.03529411765,0.08999081726,0.1240026596,0.1009537966,0.07379904055,0.07149271458,0.542,0.02972972973,0.05570291777,0.0001934610176,0.0002231644722,0,0.0001271940982,1.46E-05,0,100,13,6.5,0.36,1
82,bahram.ffx,0.7362637363,0.3608304652,0.7727272727,0.3860330854,0.6775102665,0.2895125554,0.8143065964,0.01919458035,1,0.8097123482,1,0.923856095,0.8452716088,0.05423009922,0.6,0.03902662994,0.04421542553,0.04174408522,0.03781954393,0.03823759451,0.605,0.03108108108,0.06896551724,1,0.9063825039,1,1,1,1,51.7,1.13,4.9,0.25,0
83,notepad.-,0.684981685,0.3924725214,0.8181818182,0.4258909737,0.5976326596,0.2909896603,0.5578419666,0.01486639067,0.8583740509,0.4415837253,0.8776398311,0.8166259169,0.743718069,0.03370446111,0.4764705882,0.06749311295,0.08776595745,0.08212560386,0.06259446671,0.04973784073,0.602,0.02432432432,0.05305039788,0.8717353453,0.7777281857,0.8614655966,0.8597049097,0.846919099,0.676016466,51.6,0.9,3.85,0.19,0
84,Vilentoni.TPG,0.9945054945,0.4079049628,0.8636363636,0.4348839791,0.535308801,0.2836041359,0.636971918,0.01957094467,0.7694554053,0.5254949141,0.802124664,0.7259867272,0.6726097383,0.04680754374,0.4705882353,0.05922865014,0.09341755319,0.07395020438,0.05884865611,0.05932620724,0.529,0.03081081081,0.06896551724,0.7724898433,0.6962731533,0.7779239574,0.7728949377,0.7540246005,0.7677224148,51.3,1.15,4.87,0.25,0
85,AMOK_CRO,0.08974358974,0.348950816,0.7272727273,0.3818141446,0.4865126017,0.2688330871,0.4812443383,0.01486639067,0.7374606476,0.3541288417,0.7610392935,0.7142857143,0.6242831821,0.04483829433,0.4352941176,0.03259871442,0.05285904255,0.03678929766,0.0287507393,0.02117551635,0.465,0.02243243243,0.0450928382,0.7775198298,0.658781522,0.7593737666,0.7425591453,0.7426739124,0.5970755905,50.6,0.9,3.94,0.19,0
